1.000000e+17	3.058831e-27	6.050193e-27	4.802911e-27	0.000000e+00	0.000000e+00	0.000000e+00	
1.157423e+17	1.978064e-27	4.127238e-27	3.306823e-27	0.000000e+00	0.000000e+00	0.000000e+00	
1.339628e+17	1.276069e-27	2.682187e-27	2.280961e-27	0.000000e+00	0.000000e+00	0.000000e+00	
1.550516e+17	8.205509e-28	1.671934e-27	1.567930e-27	0.000000e+00	0.000000e+00	0.000000e+00	
1.794602e+17	5.259562e-28	1.031912e-27	1.047743e-27	0.000000e+00	0.000000e+00	0.000000e+00	
2.077114e+17	3.359425e-28	6.296783e-28	6.243795e-28	0.000000e+00	0.000000e+00	0.000000e+00	
2.404099e+17	2.137862e-28	3.790995e-28	3.425817e-28	0.000000e+00	0.000000e+00	0.000000e+00	
2.782559e+17	1.355118e-28	2.246247e-28	1.844409e-28	0.000000e+00	0.000000e+00	0.000000e+00	
3.220598e+17	8.550958e-29	1.308511e-28	9.840313e-29	0.000000e+00	0.000000e+00	0.000000e+00	
3.727594e+17	5.369875e-29	7.495881e-29	5.253782e-29	0.000000e+00	0.000000e+00	0.000000e+00	
4.314402e+17	3.354653e-29	4.235573e-29	2.827167e-29	0.000000e+00	0.000000e+00	0.000000e+00	
4.993588e+17	2.083570e-29	2.370046e-29	1.542239e-29	0.000000e+00	0.000000e+00	0.000000e+00	
5.779693e+17	1.286221e-29	1.322013e-29	8.558595e-30	0.000000e+00	0.000000e+00	0.000000e+00	
6.689549e+17	7.889125e-30	7.395102e-30	4.839465e-30	0.000000e+00	0.000000e+00	0.000000e+00	
7.742637e+17	4.808955e-30	4.172581e-30	2.787453e-30	0.000000e+00	0.000000e+00	0.000000e+00	
8.961505e+17	2.914616e-30	2.372421e-30	1.634778e-30	0.000000e+00	0.000000e+00	0.000000e+00	
1.037225e+18	1.759209e-30	1.372419e-30	9.751921e-31	0.000000e+00	0.000000e+00	0.000000e+00	
